Track Name,Artist Names,Album Name,Album Artist Names,Album Release Date,Disc Number,Track Number,Track Duration ms,Explicit,Popularity,ISRC,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights
Because the Night,Patti Smith,Easter,Patti Smith,1978,1,3,204800,FALSE,72,USAR17800008,"art punk,permanent wave,protopunk,singer-songwriter",0.466,0.763,11,-7.748,0,0.0391,0.0542,0,0.119,0.473,123.539,4,,Arista,"P (P) 1978,1996 Arista Records, Inc."
Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",7/30/21,1,1,203122,FALSE,2,USAT22104222,"dance pop,pop,escape room,hip hop,indie soul,neo soul,neo soul",0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,,Aftermath Entertainment/Atlantic,"C © 2021 Aftermath Entertainment and Atlantic Recording Corporation, P ℗ 2021 Aftermath Entertainment and Atlantic Recording Corporation"
Underneath the Radar,Underworld,Underneath The Radar,Underworld,1988,1,5,367453,FALSE,47,USWB10203179,"big beat,electronica",0.628,0.66,2,-12.262,1,0.0437,0.00994,0.51,0.398,0.437,144.635,4,,Rhino/Elektra,"C © 1988 Sire Records, P ℗ 1988 Sire Records. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
The Ending Is Just The Beginning Repeating,The Living End,The Ending Is Just The Beginning Repeating,The Living End,1/1/11,1,11,248000,FALSE,25,AUUM71100371,"australian alternative rock,australian rock,australian ska",0.485,0.902,9,-4.674,0,0.102,0.000154,0.01,0.0989,0.634,144.246,4,,Universal Music Australia Pty. Ltd.,"C © 2011 Dew Process/Universal Music Australia, P ℗ 2011 Dew Process/Universal Music Australia"
Gimme Shelter,The Rolling Stones,Let It Bleed,The Rolling Stones,12/5/69,1,1,270773,FALSE,80,USA176910020,"album rock,british invasion,classic rock,rock",0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,4,,"ABKCO Music and Records, Inc.","C © 2002 ABKCO Music & Records Inc., P ℗ 2002 ABKCO Music & Records Inc."
Lucky,Britney Spears,Oops!... I Did It Again,Britney Spears,5/16/00,1,7,206226,FALSE,71,USJI10000148,"dance pop,pop",0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,4,,Jive,P (P) 2000 Zomba Recording LLC
Big (feat. Gunna),"Rita Ora, David Guetta, Imanbek, Gunna",Big (feat. Gunna),"Rita Ora, David Guetta, Imanbek",2/11/21,1,1,156781,TRUE,45,GBAHS2100008,"dance pop,pop,uk pop,big room,dance pop,edm,pop,pop dance,electro house,pop dance,slap house,atl hip hop,melodic rap,rap,trap",0.781,0.843,7,-3.445,1,0.0349,0.0672,0.00000127,0.0637,0.616,111.992,4,,Columbia/B1 Recordings,"P (P) 2021 Warner Music UK Limited under exclusive license to B1 Recordings GmbH, a Sony Music Entertainment company."
Sweetest Devotion,Adele,25,Adele,11/20/15,1,11,251701,FALSE,0,GBBKS1500224,"british soul,pop,pop soul,uk pop",0.416,0.751,0,-5.471,1,0.0396,0.251,0,0.125,0.266,155.941,3,,XL Recordings,"C 2015 XL Recordings Limited., P 2015 XL Recordings Limited."
Just a Gigolo / I Ain't Got Nobody,David Lee Roth,Crazy from the Heat,David Lee Roth,1/15/85,1,2,284680,FALSE,43,USWB10102430,"album rock,classic rock,glam metal,hard rock",0.577,0.903,8,-4.736,1,0.0592,0.447,0.0000144,0.0477,0.629,124.515,4,,Warner Records,"C © 1985 Diamond Dave Enterprises, Inc., P ℗ 1985 Warner Records Inc."
Shout,"Joey Dee, The Starliters","Hey, Lets Twist (Original Soundtrack Plus Bonus Tracks 1962)",Various Artists,1/1/13,1,11,268320,FALSE,8,DEBL60676865,australian talent show,0.437,0.434,5,-14.375,0,0.055,0.182,0,0.0872,0.876,159.842,4,,The Twist,"C 2013 Salt & Peppper, P 2013 Salt & Pepper"
Mission Bell,Donnie Brooks,Mission Bell,Donnie Brooks,7/30/14,1,1,148613,FALSE,19,USDEI1468154,deep adult standards,0.588,0.504,9,-7.737,1,0.0282,0.716,0,0.224,0.853,80.27,4,,K-Tel,
You Pick Me Up,Pete Murray,Summer At Eureka,Pete Murray,5/16/08,1,3,272546,FALSE,27,AUBM00800075,"australian pop,australian rock",0.564,0.805,5,-7.032,0,0.0457,0.0313,0.0000736,0.102,0.37,150.058,4,,Sony Music Entertainment,P (P) 2008 Sony Music Entertainment Australia Pty Ltd.
Complicated,Avril Lavigne,Love Songs,Various Artists,1/29/09,1,51,244520,FALSE,27,USAR10200223,"canadian pop,candy pop,pop",0.585,0.648,5,-9.681,1,0.0469,0.0623,0.00000649,0.29,0.429,77.994,4,,Sony Music Entertainment,P (P) 2009 Sony BMG Music Entertainment Denmark A/S
Come On Eileen,Dexys Midnight Runners,St. Paddys Day,Various Artists,3/9/18,1,6,283000,FALSE,61,GBF088200006,"new romantic,new wave,new wave pop",0.45,0.674,2,-6.722,1,0.0485,0.658,0.00000429,0.404,0.72,106.959,4,,Universal Music Enterprises,"C © 2018 Universal Music Enterprises, a Division of UMG Recordings, Inc., P This Compilation ℗ 2018 Universal Music Enterprises, a Division of UMG Recordings, Inc."
How Deep Is Your Love,Take That,Take That Greatest Hits,Take That,3/25/96,1,1,221000,FALSE,0,GBARL9600020,"boy band,europop,talent show",0.786,0.376,4,-14.285,1,0.0273,0.672,0.000611,0.186,0.437,99.992,4,,RCA Records Label,P (P) 1996 BMG Entertainment International UK & Ireland Ltd.
Don't Go,Pseudo Echo,Love An Adventure,Pseudo Echo,1/1/85,1,2,237686,FALSE,31,AUUM71501004,"australian rock,dance rock,synthpop",0.658,0.936,7,-4.406,0,0.0301,0.0241,0.00344,0.138,0.649,113.461,4,,EMI Recorded Music Australia Pty Ltd,"C © 2017 Pseudo Echo, P ℗ 2017 Pseudo Echo"
Sweet Hitch-Hiker,Creedence Clearwater Revival,Mardi Gras,Creedence Clearwater Revival,4/11/72,1,10,177266,FALSE,58,USFI87200112,"classic rock,country rock,rock,southern rock,swamp rock",0.58,0.849,2,-11.664,1,0.0325,0.0316,0.0405,0.341,0.929,142.706,4,,Craft Recordings,"C © 1989 Fantasy, Inc., P This Compilation ℗ 1989 Fantasy, Inc."
Young Dumb & Broke,Khalid,American Teen,Khalid,4/27/17,1,2,202546,FALSE,83,USRC11700144,"pop,pop r&b",0.799,0.539,1,-6.351,1,0.0421,0.199,0.0000166,0.165,0.394,136.948,4,,"Right Hand Music Group, LLC/RCA Records","P (P) 2017 RCA Records, a division of Sony Music Entertainment"
Who Let The Dogs Out,Baha Men,Who Let The Dogs Out,Baha Men,2000,1,1,198400,FALSE,69,USSC90000001,bahamian pop,0.869,0.887,0,-4.505,1,0.0993,0.0605,0,0.148,0.784,129.221,4,,Capitol Records,"C © 2006 Capitol Records Inc., P ℗ 2006 Capitol Records Inc."
Celebration,Dragon,Bondi Road,Dragon,1989,1,12,235400,FALSE,27,AUBM08945501,"australian rock,kiwi rock",0.647,0.852,2,-11.169,1,0.0512,0.11,0.000283,0.237,0.436,125.908,4,,Sony Music Entertainment,P (P) 2013 Sony Music Entertainment Australia Pty Ltd.
Someday Soon,Natalie Bassingthwaighte,1000 Stars,Natalie Bassingthwaighte,2/20/09,1,2,252133,FALSE,31,AUBM00800659,"australian dance,australian pop,australian rock",0.596,0.965,0,-4.497,0,0.0728,0.00711,0,0.234,0.542,130.072,4,,Sony BMG Music Entertainment,P (P) 2009 Sony Music Entertainment Australia Pty Ltd
The Day I Met Marie,Cliff Richard,40 Golden Greats,Cliff Richard,1977,2,9,136466,FALSE,28,GBAYE6700071,"adult standards,rock-and-roll",0.535,0.399,0,-13.206,0,0.0421,0.505,0.0000122,0.0646,0.448,111.487,4,,Parlophone UK,"C © 1989 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1977 Parlophone Records Ltd, a Warner Music Group Company"
Jeopardy,The Greg Kihn Band,Kihnspiracy,The Greg Kihn Band,1983,1,1,229653,FALSE,57,QMFME1498698,album rock,0.851,0.808,0,-4.695,1,0.0355,0.0712,0.0504,0.156,0.89,110.566,4,,Riot Records,C (C) 2014 Riot Records
Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),Shawn Mendes,6/19/19,1,1,190799,FALSE,83,USUM71911283,"canadian pop,pop,viral pop,dance pop,pop",0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,4,,Island Records,"C © 2019 Island Records, a division of UMG Recordings, Inc., P ℗ 2019 Island Records, a division of UMG Recordings, Inc."
Let's Stay Together,Craig David,Signed Sealed Delivered,Craig David,3/29/10,1,11,216573,FALSE,37,GBUM71000920,british soul,0.676,0.546,2,-6.467,0,0.0258,0.216,0,0.198,0.707,100.005,4,,UMC (Universal Music Catalogue),"C © 2010 Universal Music TV, a division of Universal Music Operations Ltd., P ℗ 2010 Universal Music TV, a division of Universal Music Operations Ltd."
Gotta Be Somebody,Nickelback,Dark Horse,Nickelback,10/28/08,1,3,252653,FALSE,67,NLA320888025,"alternative metal,canadian rock,post-grunge",0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,4,,Roadrunner Records,"C © 2008 The All Blacks B.V. Issued under license to Roadrunner Records from The All Blacks B.V. Roadrunner Records is a registered trademark of The All Blacks B.V., P ℗ 2008 The All Blacks B.V. Issued under license to Roadrunner Records from The All Blacks B.V. Roadrunner Records is a registered trademark of The All Blacks B.V."
Magic,The Cars,Complete Greatest Hits,The Cars,2/19/02,1,16,239626,FALSE,43,USEE10100558,"album rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,rock,singer-songwriter,soft rock,synthpop",0.73,0.7,9,-8.648,1,0.0344,0.0966,0.000144,0.114,0.961,117.63,4,,Rhino/Elektra,"C © 2002 Elektra Entertainment Group, P ℗ 2002 Elektra Entertainment Group"
Happier,Ed Sheeran,÷ (Deluxe),Ed Sheeran,3/3/17,1,7,207520,FALSE,82,GBAHS1700028,"pop,singer-songwriter pop,uk pop",0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,4,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
Last Hurrah,Bebe Rexha,Last Hurrah,Bebe Rexha,2/15/19,1,1,150333,FALSE,65,USWB11803381,"dance pop,pop",0.514,0.618,11,-4.585,0,0.0317,0.175,0,0.117,0.401,84.259,4,,Warner Records,"C © 2019 Warner Records Inc., P ℗ 2019 Warner Records Inc."
Atomic - Remastered/2001,Blondie,Eat To The Beat,Blondie,10/1/79,1,9,280306,FALSE,51,USCH30100032,"candy pop,new wave pop,permanent wave,power pop,rock,synthpop",0.598,0.727,4,-7.596,0,0.0318,0.0451,0.226,0.0843,0.9,135.228,4,,Chrysalis\EMI Records (USA),"C © 2001 Capitol Records Inc., P ℗ 2001 Capitol Records Inc."
Spaceman,Nick Jonas,Spaceman,Nick Jonas,2/25/21,1,1,196999,FALSE,0,USUM72102399,"dance pop,pop",0.541,0.598,5,-7.377,0,0.234,0.325,0,0.107,0.356,155.626,4,,Island Records,"C © 2021 Island Records, a division of UMG Recordings, Inc., P ℗ 2021 Island Records, a division of UMG Recordings, Inc."
How Do I Live,Trisha Yearwood,Songbook: A Collection Of Hits,Trisha Yearwood,1/1/97,1,1,242800,FALSE,40,USMC19701033,"contemporary country,country,country dawn,country road",0.565,0.408,2,-8.781,1,0.0267,0.579,0,0.103,0.153,125.896,4,,MCA Nashville,"C © 1997 MCA Nashville, P This Compilation ℗ 1997 MCA Nashville"
Mr. Jones,Counting Crows,August And Everything After,Counting Crows,1/1/93,1,3,272506,FALSE,0,USIR10000287,"neo mellow,pop rock,post-grunge,rock",0.58,0.814,0,-6.582,1,0.0363,0.173,0.0000018,0.246,0.722,141.606,4,,Universal Music Group,"C © 1993 DGC Records, P ℗ 1993 DGC Records"
Breaking Up Is Hard to Do,Neil Sedaka,Collections,Neil Sedaka,3/29/03,1,2,136266,FALSE,51,USRC19901068,"adult standards,brill building pop,bubblegum pop,easy listening,rockabilly,soft rock",0.742,0.674,8,-7.648,0,0.0354,0.788,0,0.0698,0.964,116.53,4,,Sony BMG Music Entertainment,P This compilation (P) 2003 SONY BMG MUSIC ENTERTAINMENT.
Say It Right,Nelly Furtado,Loose,Nelly Furtado,1/1/06,1,10,223080,FALSE,83,USUM70603368,"canadian latin,canadian pop,dance pop,pop",0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,4,,Mosley / Geffen,"C © 2006 Geffen Records, P ℗ 2006 Geffen Records"
Another Love Song,Ne-Yo,Another Love Song,Ne-Yo,5/30/17,1,1,211022,FALSE,0,USUM71704383,"dance pop,pop,r&b,urban contemporary",0.679,0.808,11,-3.663,0,0.0538,0.0297,0.00000111,0.355,0.752,115.057,4,,Universal Music Group,"C © 2017 Motown Records, a Division of UMG Recordings, Inc., P ℗ 2017 Motown Records, a Division of UMG Recordings, Inc."
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,Foo Fighters,11/2/99,1,3,235293,FALSE,81,USRW39900002,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",0.465,0.919,4,-4.025,1,0.0408,0.0000183,0.0000207,0.262,0.537,135.997,4,,RCA Records Label,"P (P) 1999 Roswell Records, Inc."
Happier,"Marshmello, Bastille",Happier,"Marshmello, Bastille",8/17/18,1,1,214289,FALSE,86,USUG11801651,"brostep,edm,pop,progressive electro house,metropopolis,modern rock,pop",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,,Astralwerks,"C © 2018 Joytime Collective, under exclusive license to UMG Recordings, Inc., P ℗ 2018 Joytime Collective, under exclusive license to UMG Recordings, Inc."
Breaking the Habit,Linkin Park,Meteora,Linkin Park,3/24/03,1,9,196906,FALSE,70,USWB10300470,"alternative metal,nu metal,post-grunge,rap metal,rock",0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,4,,Warner Records,"C © 2003 Warner Records Inc., P ℗ 2003 Warner Records Inc."
Right Now (Na Na Na),Akon,Freedom (Int'l Version),Akon,1/1/08,1,1,240746,FALSE,0,USUM70837868,dance pop,0.832,0.87,8,-4.2,0,0.166,0.269,0,0.415,0.577,137.998,4,,Universal Music Ltd.,"C © 2008 Universal Records, a Division of UMG Recordings, Inc., P ℗ 2008 Universal Records & SRC Records Inc., a division of UMG Recordings"
Setting Fires,"The Chainsmokers, XYLØ",Setting Fires,"The Chainsmokers, XYLØ",11/4/16,1,1,247426,FALSE,0,USQX91602152,"electropop,pop,alt z,indie poptimism,la pop",0.626,0.717,8,-5.751,0,0.0375,0.017,0,0.261,0.56,105.039,4,,Disruptor Records/Columbia,P (P) 2016 Disruptor Records/Columbia Records
Bow River - 2011 Remastered,Cold Chisel,Circus Animals,Cold Chisel,1982,1,2,263432,FALSE,56,AUU741100093,australian rock,0.28,0.948,9,-1.916,0,0.142,0.057,0,0.331,0.644,176.896,4,,Cold Chisel,"C © 2011 Cold Chisel Pty Ltd, P ℗ 2011 Cold Chisel Pty Ltd"
"Mary, Mary",The Monkees,The Best of The Monkees,The Monkees,2003,1,8,135640,FALSE,35,USRH10174183,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,heartland rock,mellow gold,psychedelic rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop",0.682,0.564,11,-8.011,1,0.0278,0.0315,0,0.19,0.934,126.895,4,,Rhino,"C © 2003 Warner Strategic Marketing. Warner Music Group, an AOL Time Warner Co., P ℗ 2003 Warner Strategic Marketing. Warner Music Group, an AOL Time Warner Co."
All The Man That I Need,Whitney Houston,I'm Your Baby Tonight,Whitney Houston,11/4/90,1,3,251426,FALSE,59,USAR19000121,dance pop,0.496,0.571,5,-9.958,0,0.0335,0.43,0,0.0332,0.25,150.944,4,,Arista/Legacy,P (P) 1990 Arista Records LLC
Take It Off,Kesha,Animal,Kesha,2010,1,3,215200,FALSE,0,USRC10900736,"dance pop,pop",0.725,0.672,5,-5.353,0,0.0283,0.0000462,0.00225,0.112,0.777,125.042,4,,RCA Records Label,"P (P) 2009 RCA/Jive Label Group, a unit of Sony Music Entertainment"
The Look Of Love - Pt. 1,ABC,The Lexicon Of Love,ABC,6/21/82,1,6,209160,FALSE,0,GBF088200008,"dance rock,new romantic,new wave,new wave pop,sophisti-pop,synthpop",0.739,0.898,9,-4.566,0,0.0895,0.112,0.00104,0.309,0.915,121.01,4,,Universal Music Group,"C © 1998 Mercury Records Limited, P ℗ 1998 Mercury Records Limited"
Eloise,Barry Ryan,The Very Best Of Barry Ryan,Barry Ryan,1/1/92,1,1,345173,FALSE,48,DEF066918180,"classic uk pop,merseybeat",0.425,0.591,0,-11.996,1,0.0321,0.22,0,0.355,0.461,131.087,4,,Universal International Music B.V.,"C © 1992 Universal International Music B.V., P This Compilation ℗ 1992 Universal International Music B.V."
Where I'm Going,Cut Copy,Zonoscope,Cut Copy,1/1/11,1,3,214106,FALSE,0,AUUM71001982,"alternative dance,australian dance,australian electropop,electronic rock,electronica,indietronica,neo-synthpop",0.533,0.864,8,-4.403,1,0.0348,0.0208,0.772,0.138,0.733,120.999,4,,Modular,"C © 2011 Modular Recordings, P ℗ 2011 Modular Recordings"
My Way - Produced By Rudimental,Thandi Phoenix,My Way (Produced By Rudimental),Thandi Phoenix,3/23/18,1,1,236242,FALSE,29,AUNE31700056,australian electropop,0.377,0.866,6,-3.3,0,0.0768,0.0587,0,0.107,0.226,168.968,4,,Universal Music Australia Pty. Ltd.,"C © 2018 Motto Beats, P ℗ 2018 Motto Beats"
Lay It All on Me (feat. Ed Sheeran),"Rudimental, Ed Sheeran",Lay It All on Me (feat. Ed Sheeran),Rudimental,9/25/15,1,1,242440,FALSE,45,GBAHS1400395,"pop dance,uk dance,uk funky,pop,singer-songwriter pop,uk pop",0.669,0.747,6,-7.108,1,0.0428,0.141,0,0.185,0.483,122.531,4,,Asylum/Major Tom's,"C © 2015 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group company, P ℗ 2015 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group company"
Look What You've Done,Jet,Get Born,Jet,2003,1,4,230893,FALSE,0,USEE10340563,"garage rock,modern rock,pop rock",0.4,0.541,0,-6.84,1,0.0252,0.391,0.00109,0.146,0.325,74.422,4,,Bloodlines,"C 2003 Real Horrorshow Pty. Ltd., P 2003 Real Horrorshow Pty. Ltd."
What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",4 Non Blondes,1/1/92,1,3,295533,FALSE,84,USIR19200553,"new wave pop,pop rock",0.565,0.564,2,-10.044,1,0.0292,0.161,0,0.114,0.454,134.355,4,,Interscope,"C © 1992 Interscope Records, P ℗ 1992 Interscope Records"
Need Your Love,The Temper Trap,The Temper Trap,The Temper Trap,5/18/12,1,1,220640,FALSE,0,AULI01281150,"indietronica,modern rock",0.466,0.903,0,-4.325,1,0.071,0.00569,0.000156,0.112,0.244,169.273,4,,Liberation Records,"C 2012 Liberation Music, P 2012 Liberation Music"
Memphis,Lonnie Mack,The Wham Of That Memphis Man!,Lonnie Mack,7/7/08,1,5,152003,FALSE,0,GBBHN9900449,"blues,british blues,electric blues,modern blues,texas blues",0.521,0.774,7,-8.416,1,0.0264,0.136,0.146,0.0739,0.971,100.954,4,,Ace Records,"C 2008 Ace Records, P 2008 Ace Records"
You Don't Own Me,Lesley Gore,Lesley Gore Sings Of Mixed-Up Hearts,Lesley Gore,11/1/63,1,7,150000,FALSE,69,USPR36309035,"brill building pop,bubblegum pop,classic girl group",0.473,0.434,2,-10.02,1,0.0257,0.701,0,0.628,0.711,94.814,3,,Mercury Records,"C © 1963 Mercury Records, a Division of UMG Recordings, Inc., P ℗ 1963 Mercury Records, a Division of UMG Recordings, Inc."
Cold Water (feat. Justin Bieber & MØ),"Major Lazer, Justin Bieber, MØ",Cold Water (feat. Justin Bieber & MØ),Major Lazer,7/22/16,1,1,185351,FALSE,51,QMUY41600027,"dance pop,edm,electro house,moombahton,pop,pop dance,canadian pop,pop,danish pop,electropop,pop,pop dance",0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,4,,WM Australia,"C © 2016 Third Pardee, LLC, P ℗ 2016 Third Pardee, LLC. Marketed and distributed by Warner Music Australia Pty Ltd under exclusive licence."
Let the Franklin Flow,Shane Howard,Other Side of the Rock,Shane Howard,10/5/12,1,5,202493,FALSE,20,AUVG01201605,australian singer-songwriter,0.719,0.601,5,-5.764,1,0.0267,0.217,0,0.26,0.608,111.006,4,,Goanna Arts,"C 2012 Shane Howard, P 2012 Shane Howard"
Wasn't Expecting That,Jamie Lawson,Jamie Lawson,Jamie Lawson,10/9/15,1,1,201295,FALSE,55,GBAHS1500140,"devon indie,indie anthem-folk",0.683,0.367,6,-7.865,1,0.0625,0.712,0.00000455,0.105,0.339,91.008,4,,Gingerbread Man Records,"C © 2015 Gingerbread Man Records, an Atlantic Records UK / Warner Music Group Company, P ℗ 2015 Gingerbread Man Records, an Atlantic Records UK / Warner Music Group Company"
"What Is Love - 7"" Mix",Haddaway,What Is Love (Remixes),Haddaway,3/22/93,1,3,270373,FALSE,78,DEA410500401,"eurodance,europop",0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,4,,Coconut Music,"C 1993 Coconut Music UG (haftungsbeschränkt) & Co. KG, P 1993 Coconut Music UG (haftungsbeschränkt) & Co. KG"
Time (Clock Of The Heart) - Remastered 2003,Culture Club,Culture Club (Deluxe Edition),Culture Club,1/1/02,1,14,224493,FALSE,41,GBAAA0201009,"new romantic,new wave,new wave pop,soft rock,synthpop",0.716,0.773,0,-6.329,0,0.0369,0.471,0,0.0493,0.916,117.057,4,,EMI Marketing,"C © 2002 Virgin Records Limited, P This Compilation ℗ 2002 Virgin Records Limited"
Dolphin's Cry - Live At The Paradiso,Live,Live at the Paradiso,Live,11/7/08,1,4,277973,FALSE,21,USJZK0800004,"grunge,pop rock,post-grunge",0.158,0.864,8,-5.397,1,0.0703,0.0351,0,0.965,0.348,161.144,4,,Sony BMG Music Entertainment,P (P) 2008 Action Front Unlimited exclusively licensed to SONY BMG MUSIC ENTERTAINMENT (NETHERLANDS) BV
Refugee,Tom Petty and the Heartbreakers,Greatest Hits,Tom Petty and the Heartbreakers,11/16/93,1,6,200893,FALSE,0,USMC17909357,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.569,0.636,6,-8.169,0,0.033,0.0239,0.00000318,0.0573,0.798,116.055,4,,Universal Music Group,"C © 1999 Geffen Records, P ℗ 1999 Geffen Records"
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,Rick Astley,11/12/87,1,1,213573,FALSE,2,GBARL9300135,"new romantic,new wave pop,soft rock,sophisti-pop,synthpop",0.721,0.939,8,-11.823,1,0.0376,0.115,0.0000379,0.108,0.914,113.309,4,,Sony Music CG,P (P) 1987 Sony Music Entertainment UK Limited under exclusive license to BMG Rights Management (UK) Limited
NO,Meghan Trainor,Thank You (Deluxe),Meghan Trainor,5/13/16,1,3,213506,FALSE,53,USSM11600935,"hip pop,pop",0.471,0.802,1,-3.599,0,0.27,0.0125,0.00000145,0.702,0.653,88.615,4,,Epic,"P (P) 2016 Epic Records, a division of Sony Music Entertainment"
Candy Girl,Frankie Valli & The Four Seasons,Ain't That a Shame and 11 Other Hits,Frankie Valli & The Four Seasons,3/1/63,1,1,157800,FALSE,31,USRH10175201,"adult standards,bubblegum pop,doo-wop,lounge,northern soul,rock-and-roll,rockabilly",0.641,0.498,9,-8.244,0,0.0343,0.707,0,0.666,0.741,126.24,4,,Rhino,"C © 1963 Bob Gaudio & Frankie Valli d/b/a The 4 Seasons Partnership, by arrangement with Rhino Entertainment Company. All Rights Reserved., P ℗ 1963 Bob Gaudio & Frankie Valli d/b/a The 4 Seasons Partnership, by arrangement with Rhino Entertainment Company. All Rights Reserved. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call (Deluxe),Eminem,12/6/05,1,6,326466,TRUE,2,USIR10211559,"detroit hip hop,hip hop,rap",0.701,0.728,2,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,4,,Universal Music Group,"C © 2005 Aftermath Entertainment/Interscope Records, P ℗ 2005 Aftermath Entertainment/Interscope Records"
If We Ever Meet Again (Featuring Katy Perry),Timbaland,Shock Value II (International Deluxe version),Timbaland,1/1/09,1,9,292706,FALSE,0,USUM70913828,"dance pop,pop,pop rap",0.652,0.605,8,-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,4,,Universal Music Group,"C © 2009 Blackground Records/Interscope Records, P ℗ 2009 Blackground Records/Interscope Records"
Sailing,Rod Stewart,Atlantic Crossing,Rod Stewart,1975,1,10,277960,FALSE,71,USWB10807925,"mellow gold,soft rock",0.43,0.374,11,-9.949,1,0.0292,0.372,0.379,0.316,0.191,128.56,4,,Rhino/Warner Records,"C 2008 © 1975 Warner Records Inc., P 2008 ℗ 1975 Warner Records Inc. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
White Flag,Dido,Life For Rent,Dido,9/29/03,1,1,240040,FALSE,60,GBBXH0300035,"dance pop,europop,lilith,neo mellow,pop rock",0.512,0.525,5,-6.823,1,0.0401,0.327,0.0000033,0.081,0.294,169.951,4,,Arista,P (P) 2003 Sony Music Entertainment UK Limited
Just Another Day,Jon Secada,Jon Secada,Jon Secada,1/1/92,1,1,327426,FALSE,68,USSB29200100,soft rock,0.717,0.642,1,-10.727,1,0.0287,0.0194,0.000249,0.043,0.732,105.894,4,,SBK/EMI RECORDS,"C © 1992 Capitol Records, LLC, P ℗ 1992 Capitol Records, LLC"
Highway to Hell,AC/DC,Highway to Hell,AC/DC,7/27/79,1,1,208400,FALSE,88,AUAP07900028,"australian rock,hard rock,rock",0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,,Columbia,P (P) 1979 Leidseplein Presse B.V. for U.S. and Australian Music Corporation Pty Ltd. for rest of world
I'm Leaving It (All) Up To You,"Donny Osmond, Marie Osmond",The Collection,"Donny Osmond, Marie Osmond",1/1/02,1,1,164173,FALSE,28,USPR37407337,"bubblegum pop,movie tunes,bubblegum pop,classic country pop",0.505,0.54,11,-9.583,1,0.0253,0.196,0.000146,0.116,0.767,109.214,3,,Spectrum,"C © 2002 Spectrum Music, P This Compilation ℗ 2002 Spectrum Music"
I Know,Barbara George,I Know,Barbara George,5/13/13,1,1,145214,FALSE,2,QMDA61301183,new orleans soul,0.858,0.41,5,-10.503,1,0.0468,0.604,0.00000125,0.0877,0.902,124.1,4,,Black Sheep Music,C (C) 2013 Entertain Me Europe LTD
It Don't Come Easy,Ringo Starr,Ringo,Ringo Starr,1/1/73,1,12,184333,FALSE,58,GBAYE7100371,"beatlesque,classic rock,rock drums",0.609,0.624,7,-11.717,1,0.0292,0.0396,0.000168,0.277,0.691,123.191,4,,Parlophone,"C © 1973 EMI Records Ltd, P ℗ 1973 EMI Records Ltd"
Big Jet Plane,Angus & Julia Stone,Down The Way,Angus & Julia Stone,3/12/10,1,4,239120,FALSE,65,AUAP10900011,"australian indie folk,indie folk",0.766,0.376,10,-8.622,0,0.0267,0.252,0.00861,0.0908,0.257,109.944,4,,Capitol,"C © 2010 Angus and Julia Stone Pty Limited, P ℗ 2010 Angus and Julia Stone Pty Limited"
